we,1633
this,1341
your,1212
what,1184
are,1030
mister,884
will,870
one,805
but,762
me,712
if,700
my,699
data,691
can,660
was,651
no,640
all,631
our,618
us,594
there,574
im,553
well,529
were,513
an,503
would,496
here,475
they,474
know,469
its,465
how,462
about,419
them,416
time,407
number,407
ship,399
has,398
any,396
dont,389
so,387
out,383
him,382
been,382
now,376
doctor,374
worf,368
yes,354
commander,354
want,330
could,329
then,329
enterprise,328
see,317
why,312
his,310
very,302
way,296
lieutenant,291
picard,291
youre,290
like,286
her,284
take,283
make,276
get,271
captain,271
more,265
right,264
course,263
think,262
go,260
just,259
some,259
their,253
must,249
or,243
when,242
come,241
find,237
may,237
good,237
going,230
thats,228
la,227
forge,223
back,221
up,212
am,209
who,209
did,208
ill,206
need,200
counselor,194
only,193
ensign,189
starfleet,187
bridge,187
had,185
riker,181
tell,178
long,177
perhaps,174
something,173
two,172
should,172
than,170
she,165
federation,163
cant,159
warp,159
ive,158
report,158
other,158
first,158
ready,158
crusher,155
these,153
people,152
admiral,151
help,151
down,150
which,148
might,147
understand,147
please,144
whats,144
three,144
into,143
believe,143
away,142
life,142
before,140
computer,140
room,139
aboard,137
still,136
sure,134
hes,134
much,134
youve,133
anything,133
where,132
years,132
lets,131
screen,129
say,129
beam,129
never,128
officer,128
let,127
through,124
thank,121
over,121
nothing,119
until,118
give,117
power,116
planet,116
man,114
transporter,114
didnt,113
open,112
even,112
team,112
q,112
set,111
possible,111
keep,111
too,110
those,109
happened,107
crew,107
theres,106
look,105
because,104
weve,102
done,102
another,101
try,101
id,100
put,100
again,99
off,98
does,98
leave,98
own,98
able,97
mission,97
made,95
same,95
new,95
wont,95
command,93
system,92
stop,92
full,92
vessel,92
hope,91
quite,91
four,91
return,89
enough,89
last,89
doing,87
proceed,87
ambassador,85
jeanluc,84
many,82
really,82
security,82
sorry,81
position,81
being,81
cannot,81
romulan,81
ahead,80
ago,80
order,80
far,80
ships,79
control,79
matter,79
stay,79
thing,79
said,78
bring,78
situation,77
youll,77
found,77
work,77
troi,77
better,77
mean,76
talk,76
use,75
little,75
isnt,75
someone,75
welcome,74
once,74
theyre,74
wish,73
prepare,73
five,73
every,71
engage,71
stand,71
everything,71
shields,71
exactly,71
kind,70
moment,70
quarters,69
continue,69
ask,69
else,69
certain,68
contact,68
both,67
begin,66
thought,66
fire,66
alert,66
wanted,66
place,66
feel,65
soon,65
beverly,65
starship,65
while,65
most,65
after,65
agreed,64
whatever,64
explain,64
engineering,64
old,64
idea,63
under,63
program,63
immediately,62
between,62
hours,62
trying,62
doesnt,62
oh,62
yourself,62
reason,61
fine,61
few,61
without,61
transport,61
geordi,60
things,60
information,60
mind,60
always,59
question,59
left,59
part,59
change,58
send,58
wrong,58
klingon,58
hold,58
impulse,58
remember,57
yet,57
aware,57
best,56
allow,56
seem,56
status,56
shuttle,56
orbit,55
human,55
got,55
next,55
medical,55
lock,54
wesley,54
home,54
answer,54
also,54
seems,54
choice,53
point,53
chief,53
anyone,53
least,53
space,53
learn,52
decision,52
board,52
main,52
hailing,52
fact,51
orders,51
romulans,51
starbase,51
world,51
certainly,50
professor,50
problem,49
true,49
ever,49
used,49
forward,49
difficult,48
myself,48
each,48
sir,48
wouldnt,48
during,47
looking,47
signal,47
war,47
important,47
afraid,47
necessary,46
energy,46
others,46
havent,46
against,46
means,46
chance,46
hear,46
peace,45
lives,45
destroy,45
since,45
hundred,45
further,45
death,45
field,45
young,45
deal,44
station,44
knew,44
different,44
live,44
end,44
days,44
agree,44
suggest,44
officers,44
attack,43
phasers,43
rest,43
sickbay,43
systems,43
move,43
such,43
analysis,43
wait,43
history,43
surface,43
call,42
case,42
hell,42
frequencies,42
scan,42
entire,42
holodeck,42
run,42
prepared,42
came,42
eight,42
lost,42
join,42
destroyed,41
close,41
meet,41
maybe,41
honor,41
risk,41
evidence,41
simply,41
woman,41
zone,40
protect,40
past,40
six,40
form,40
neutral,40
personal,40
consider,40
truth,39
red,39
within,39
earth,39
dead,39
maintain,39
day,39
told,39
youd,39
friend,39
borg,39
asked,38
willing,38
together,38
getting,38
seen,38
sense,38
longer,38
hail,38
transfer,38
complete,38
children,38
great,38
sensors,37
saying,37
start,37
mother,37
around,37
die,37
wasnt,37
explanation,37
person,37
turn,37
speak,37
future,36
hard,36
clear,36
granted,36
uss,36
shall,36
kill,36
become,36
energize,36
happen,36
anomaly,36
message,36
prime,36
second,36
show,36
discuss,36
force,35
weapons,35
alone,35
yar,35
heard,35
dangerous,35
name,35
seven,35
cause,35
care,35
nine,35
expect,35
family,35
ferengi,35
alive,34
danger,34
access,34
took,34
feeling,34
either,34
already,34
coordinates,34
respect,34
father,34
determine,34
identify,33
channel,33
cardassian,33
taken,33
gone,33
simple,33
killed,33
attempt,33
child,33
experience,33
sort,33
acknowledged,33
however,33
lot,32
trust,32
realize,32
easy,32
present,32
actually,32
along,32
remain,32
council,32
rather,32
vulcan,32
cardassians,31
provide,31
correct,31
theyll,31
ah,31
later,31
shes,31
real,31
read,31
appreciate,31
cargo,31
sector,31
brought,31
deanna,31
offer,31
permission,30
locate,30
needs,30
questions,30
safe,30
understood,30
obrien,30
subspace,30
source,30
listen,30
feelings,30
captains,30
escort,30
viewer,30
indeed,30
men,30
bit,29
damn,29
everyone,29
son,29
duty,29
fight,29
intend,29
concerned,29
reach,29
emergency,29
meeting,29
almost,29
accept,29
advise,29
assure,28
request,28
probe,28
ten,28
talking,28
battle,28
friends,28
core,28
condition,28
assume,28
saw,28
minutes,28
mark,28
less,27
tasha,27
sensor,27
knows,27
interesting,27
heading,27
making,27
save,27
business,27
several,27
taking,27
hands,27
engines,27
search,27
coming,27
mine,27
directly,27
excuse,27
sit,27
mrs,27
colony,27
assist,26
met,26
science,26
theyve,26
serious,26
purpose,26
needed,26
luck,26
responsible,26
excellent,26
log,26
staff,26
speed,26
play,26
damage,26
gentlemen,26
boy,26
remove,26
opportunity,26
academy,26
inside,26
intelligence,25
having,25
launch,25
onto,25
answers,25
tractor,25
escape,25
presence,25
dismissed,25
word,25
somehow,25
